DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
20120828,0.0002,0.0095,0.473,0.0643,0.0571,0.1995
20120829,0.0002,0.1487,0.3185,0.0448,0.1292,-0.0156
20120830,0.0002,-0.8003,-0.3509,0.3009,0.1841,0.1252
20120831,0.0002,0.5243,-0.0429,-0.4043,-0.1531,-0.2223
20120904,0.0004,0.0784,0.9873,0.115,0.1599,0.0924
20120905,0.0004,-0.0546,0.0281,-0.0186,-0.0059,-0.1662
20120906,0.0004,2.0668,0.1298,-0.1056,-0.2864,-0.0593
20120907,0.0004,0.4548,0.5633,-0.3697,0.2142,-0.6231
20120910,0.0004,-0.5693,0.2612,0.484,0.0704,-0.0913
20120911,0.0004,0.2822,0.2658,-0.0798,-0.0452,-0.4208
20120912,0.0004,0.271,0.2109,0.0278,-0.3101,-0.3041
20120913,0.0004,1.5596,-0.1189,-0.0245,0.0281,0.0167
20120914,0.0004,0.5435,0.6634,-0.4909,-0.1612,-0.2699
20120917,0.0004,-0.42,-0.4707,0.0284,0.2592,0.6144
20120918,0.0004,-0.1456,-0.1305,0.1004,0.0612,0.4223
20120919,0.0004,0.1808,-0.2417,0.3794,0.0209,-0.3729
20120920,0.0004,-0.1286,-0.5614,0.2241,-0.0922,0.2767
20120921,0.0004,0.0363,0.3544,0.2371,-0.2157,-0.0931
20120924,0.0004,-0.2603,-0.1519,0.4189,0.22,-0.064
20120925,0.0004,-1.1084,-0.4408,0.2819,0.1338,0.2238
20120926,0.0004,-0.57,-0.2554,0.1985,0.031,0.0501
20120927,0.0004,0.9895,0.3965,-0.3422,0.1103,0.0018
20120928,0.0004,-0.4569,-0.3168,0.0753,-0.0146,0.0895
20121001,0.0002,0.2551,0.2539,0.1702,0.3387,-0.2114
20121002,0.0002,0.1023,-0.1496,0.1078,-0.0549,-0.0695
20121003,0.0002,0.3617,-0.4897,0.3708,0.3289,-0.0546
20121004,0.0002,0.7584,0.0772,-0.0011,-0.0368,-0.2538
20121005,0.0002,-0.0274,-0.1669,0.5878,0.044,-0.1821
20121008,0.0002,-0.3602,-0.0702,-0.0129,0.0069,-0.2741
20121009,0.0002,-1.0521,-0.2727,0.0173,0.022,-0.2493
20121010,0.0002,-0.5775,0.4812,0.2574,-0.0616,-0.0099
20121011,0.0002,0.1148,0.3602,0.1403,-0.5538,-0.5154
20121012,0.0002,-0.3468,-0.5639,0.0043,0.2618,-0.0147
20121015,0.0002,0.7884,-0.0188,0.0355,0.1125,-0.2855
20121016,0.0002,0.9992,-0.0084,-0.5522,0.2681,0.251
20121017,0.0002,0.4857,0.3094,0.095,-0.5848,-0.7918
20121018,0.0002,-0.3095,-0.3909,0.1084,-0.3591,-0.739
20121019,0.0002,-1.6818,-0.3925,0.5568,0.1293,-0.2017
20121022,0.0002,0.0049,-0.0183,0.0118,0.5437,0.0635
20121023,0.0002,-1.2949,0.6788,0.0186,-0.1641,0.2019
20121024,0.0002,-0.276,-0.0521,0.3252,0.1149,-0.2513
20121025,0.0002,0.2661,0.2822,-0.2448,0.1127,0.1924
20121026,0.0002,-0.0694,-0.3948,-0.1809,-0.0411,0.1377
20121031,0.0002,0.1362,0.7179,0.1471,-0.0107,-0.549
20121101,0.0004,1.1892,0.5363,-0.0861,0.3049,-0.0588
20121102,0.0004,-1.038,-0.5765,0.419,0.1161,0.1103
20121105,0.0004,0.2814,0.4401,-0.1251,0.0432,-0.2028
20121106,0.0004,0.8001,0.0906,-0.1296,0.3109,-0.1203
20121107,0.0004,-2.3085,-0.5645,0.4489,0.1556,-0.114
20121108,0.0004,-1.2431,-0.2696,0.2368,-0.1973,-0.1984
20121109,0.0004,0.1516,-0.0486,-0.0487,-0.0435,0.1466
20121112,0.0004,-0.0006,-0.0466,-0.0452,0.428,0.1489
20121113,0.0004,-0.3952,-0.2871,0.3977,0.1526,-0.202
20121114,0.0004,-1.4024,-0.4255,-0.1062,-0.0182,0.4884
20121115,0.0004,-0.2394,-0.264,0.1307,0.4129,0.3776
20121116,0.0004,0.5767,0.1075,0.0487,0.0125,-0.0456
20121119,0.0004,1.9821,0.3802,-0.2929,0.4753,0.0279
20121120,0.0004,0.1062,0.0472,0.0534,0.1762,-0.3721
20121121,0.0004,0.3075,0.346,0.0923,-0.0308,-0.0285
20121123,0.0004,1.2825,-0.1682,0.0048,0.0934,0.1944
20121126,0.0004,-0.144,0.3996,-0.207,-0.1277,0.2329
20121127,0.0004,-0.4268,0.3676,-0.0004,-0.1064,-0.0725
20121128,0.0004,0.8334,0.0247,-0.2479,0.0727,0.1965
20121129,0.0004,0.543,0.6392,-0.1347,-0.3963,-0.1873
20121130,0.0004,0.0231,-0.2892,0.3083,-0.1834,-0.172
20121203,0.0005,-0.4593,0.2316,0.0303,0.1658,-0.0133
20121204,0.0005,-0.1612,0.3793,-0.058,-0.0383,-0.2152
20121205,0.0005,0.1667,-0.6319,0.0575,-0.8883,-0.451
20121206,0.0005,0.3095,-0.185,-0.132,0.2016,0.2135
20121207,0.0005,0.2764,-0.2033,0.2996,-0.1551,-0.4837
20121210,0.0005,0.1119,0.3544,0.0394,-0.3871,-0.1836
20121211,0.0005,0.6813,0.3513,-0.3398,-0.4484,0.2566
20121212,0.0005,-0.0162,-0.5726,0.0899,-0.3365,-0.1615
20121213,0.0005,-0.5753,0.0444,0.2814,0.0381,0.0742
20121214,0.0005,-0.341,0.3284,0.2813,-0.3486,-0.4156
20121217,0.0005,1.1574,0.334,-0.2426,0.0764,-0.221
20121218,0.0005,1.2064,0.4879,-0.7895,-0.3418,-0.1504
20121219,0.0005,-0.6011,0.5609,-0.2997,0.0312,-0.1098
20121220,0.0005,0.5265,-0.0101,-0.0107,-0.0688,-0.2988
20121221,0.0005,-0.8777,0.3309,-0.1037,-0.0416,0.0761
20121224,0.0005,-0.2396,-0.091,0.1272,0.2939,-0.0777
20121226,0.0005,-0.54,-0.0854,0.0094,-0.1453,-0.2388
20121227,0.0005,-0.1061,-0.0723,0.1006,0.3111,0.116
20121228,0.0005,-1.0032,0.5019,0.0606,0.2157,-0.0193
20121231,0.0005,1.7065,0.3929,-0.26,-0.1466,-0.2797
20130102,0.0001,2.6218,0.1519,-0.0312,-0.3744,-0.1515
20130103,0.0001,-0.1386,0.0059,0.2795,-0.2129,-0.2364
20130104,0.0001,0.5562,0.2707,0.0701,-0.5134,-0.5781
20130107,0.0001,-0.3139,-0.2327,-0.0808,-0.2907,0.0085
20130108,0.0001,-0.2605,0.0534,0.247,0.258,0.2307
20130109,0.0001,0.3429,0.2103,0.0418,-0.043,-0.2437
20130110,0.0001,0.6631,-0.4146,-0.0023,-0.0603,-0.0049
20130111,0.0001,0.018,-0.0055,0.0131,0.0177,0.0674
20130114,0.0001,-0.0661,-0.1368,0.1768,-0.1426,-0.005
20130115,0.0001,0.1819,0.3326,-0.0701,0.0282,-0.2768
20130116,0.0001,-0.0516,-0.2119,-0.0813,0.1425,0.321
20130117,0.0001,0.6061,0.2932,0.178,0.0259,-0.2162
20130118,0.0001,0.2795,-0.0449,0.3108,-0.1467,-0.1323
20130122,0.0001,0.493,0.2357,0.0374,-0.2809,-0.3521
20130123,0.0001,0.0881,-0.2233,-0.0682,0.2264,0.1717
20130124,0.0001,0.0956,0.3578,0.2824,-0.2059,-0.1259
20130125,0.0001,0.5872,-0.185,-0.2919,-0.4292,0.0779
20130128,0.0001,-0.1385,0.3728,0.1689,0.1622,-0.0225
20130129,0.0001,0.3537,-0.2833,0.3089,0.1705,-0.4269
20130130,0.0001,-0.3818,-1.0079,-0.1092,-0.1093,0.3381
20130131,0.0001,-0.0796,0.6761,0.0639,-0.2175,-0.0339
20130201,0.0003,0.9906,0.1287,-0.1983,-0.176,0.0886
20130204,0.0003,-1.1938,-0.2431,-0.108,-0.3433,-0.0804
20130205,0.0003,1.0742,0.0892,-0.2285,0.0409,-0.1482
20130206,0.0003,0.1526,0.315,-0.0934,-0.166,-0.1947
20130207,0.0003,-0.1509,-0.1438,0.0309,0.0932,0.0458
20130208,0.0003,0.5783,0.015,-0.446,0.0893,0.044
20130211,0.0003,-0.0767,0.0552,0.2778,0.1166,0.0057
20130212,0.0003,0.1631,0.3745,0.3577,-0.2729,-0.2494
20130213,0.0003,0.1447,0.0451,0.0995,0.1584,-0.0361
20130214,0.0003,0.1077,0.5825,0.0078,0.1759,-0.2225
20130215,0.0003,-0.1121,-0.0185,0.3696,0.3059,0.0642
20130219,0.0003,0.7437,0.2907,0.2396,-0.0487,0.1597
20130220,0.0003,-1.3607,-0.856,0.2111,0.1839,0.8952
20130221,0.0003,-0.6612,-0.4662,0.4708,0.025,0.1394
20130222,0.0003,0.9393,0.2288,-0.1153,-0.309,-0.1521
20130225,0.0003,-1.8177,-0.5621,-0.131,0.2181,0.5017
20130226,0.0003,0.5845,-0.2232,0.154,0.1466,-0.2731
20130227,0.0003,1.2934,-0.1528,-0.0302,-0.1261,-0.4055
20130228,0.0003,-0.0557,-0.0322,-0.1414,-0.0337,0.1991
20130301,0.0002,0.2213,0.146,-0.0243,0.2838,0.0374
20130304,0.0002,0.4692,-0.3261,0.5429,0.2353,-0.1259
20130305,0.0002,1.0051,0.1799,-0.0247,0.0344,-0.0708
20130306,0.0002,0.1807,0.3218,-0.1632,-0.1927,-0.2731
20130307,0.0002,0.2683,0.3009,-0.0813,-0.4449,-0.1236
20130308,0.0002,0.5243,0.4266,0.0724,-0.148,-0.4781
20130311,0.0002,0.2985,-0.1482,0.0499,0.0263,-0.2593
20130312,0.0002,-0.2226,-0.1266,-0.0152,-0.2183,0.0144
20130313,0.0002,0.2023,0.2627,0.3006,0.112,-0.1598
20130314,0.0002,0.5802,0.5235,-0.0806,-0.1255,-0.1181
20130315,0.0002,-0.1905,0.2134,-0.1303,0.1048,-0.1743
20130318,0.0002,-0.4975,0.0641,0.1114,0.2645,0.0997
20130319,0.0002,-0.2357,-0.0702,0.4808,0.168,0.1328
20130320,0.0002,0.7583,0.3297,0.2838,0.3108,-0.1725
20130321,0.0002,-0.8507,-0.0647,0.1061,-0.1335,0.0172
20130322,0.0002,0.6241,-0.5172,-0.0488,0.0195,0.2481
20130325,0.0002,-0.2934,0.2518,0.008,0.0753,-0.0707
20130326,0.0002,0.7629,-0.3944,-0.0075,0.0872,0.0412
20130327,0.0002,-0.0161,0.0205,-0.1151,0.002,0.0855
20130328,0.0002,0.3927,-0.3527,-0.011,-0.0098,0.2299
20130401,0.0002,-0.5698,-0.9878,0.2237,-0.0223,0.2839
20130402,0.0002,0.3286,-0.8805,0.1344,0.327,0.575
20130403,0.0002,-1.1622,-0.6816,0.0543,-0.0238,0.4634
20130404,0.0002,0.4162,0.202,0.2665,-0.1685,0.0039
20130405,0.0002,-0.4055,-0.0319,0.0307,-0.4254,-0.4665
20130408,0.0002,0.6963,0.1613,-0.0498,-0.0647,-0.6533
20130409,0.0002,0.3058,-0.3574,-0.3654,-0.0833,-0.1686
20130410,0.0002,1.2844,0.7046,-0.0694,-0.1488,0.2839
20130411,0.0002,0.3512,-0.2124,0.4297,-0.1184,-0.2143
20130412,0.0002,-0.2754,-0.2362,0.1439,0.3534,0.1634
20130415,0.0002,-2.4766,-1.5946,-0.1178,0.2591,1.1871
20130416,0.0002,1.4711,0.2966,-0.0407,0.1491,-0.1133
20130417,0.0002,-1.4597,-0.5362,0.4182,0.062,0.0758
20130418,0.0002,-0.7078,-0.0869,0.0915,-0.4183,-0.1894
20130419,0.0002,0.9658,0.1194,0.1649,0.0064,-0.4561
20130422,0.0002,0.4527,-0.1665,-0.1444,0.1381,0.1682
20130423,0.0002,1.1118,0.728,-0.066,-0.3054,-0.3026
20130424,0.0002,0.0582,0.7964,-0.4865,0.1379,-1.022
20130425,0.0002,0.4896,0.1258,-0.1671,-0.5173,-0.2669
20130426,0.0002,-0.2014,-0.4018,0.2754,0.1283,-0.1882
20130429,0.0002,0.6732,-0.0128,-0.4756,-0.1169,0.2688
20130430,0.0002,0.2894,0.3382,-0.1261,-0.1425,0.2288
20130501,0.0001,-1.0763,-1.5618,0.004,0.4029,0.2542
20130502,0.0001,1.0361,0.6406,-0.1538,-0.1419,-0.2936
20130503,0.0001,1.1226,0.6729,-0.318,-0.4007,-0.5208
20130506,0.0001,0.2311,0.5052,-0.0792,0.0864,-0.2261
20130507,0.0001,0.5352,0.0581,0.0602,0.1392,-0.0281
20130508,0.0001,0.4434,-0.2093,-0.2572,-0.2152,0.098
20130509,0.0001,-0.3125,0.058,-0.0513,0.1432,-0.0899
20130510,0.0001,0.5383,0.4131,-0.14,-0.2467,-0.0942
20130513,0.0001,-0.0157,-0.1055,0.14,0.0599,-0.0245
20130514,0.0001,1.0963,0.3829,0.1432,-0.0156,-0.0266
20130515,0.0001,0.506,-0.0833,0.3382,-0.0174,-0.084
20130516,0.0001,-0.5056,0.151,-0.3453,0.0861,0.1753
20130517,0.0001,1.0431,0.2673,-0.274,-0.1164,-0.3323
20130520,0.0001,-0.0624,0.4463,-0.2818,-0.1677,-0.1572
20130521,0.0001,0.16,-0.0625,0.1226,0.002,0.1297
20130522,0.0001,-0.921,-0.5685,0.3362,0.4159,-0.055
20130523,0.0001,-0.1879,0.4186,0.1308,-0.1201,-0.0949
20130524,0.0001,-0.0653,0.3049,0.1495,0.2108,0.0461
20130528,0.0001,0.77,0.8997,-0.2213,-0.0322,-0.2597
20130529,0.0001,-0.7018,-0.0263,-0.5905,-0.095,0.0285
20130530,0.0001,0.5013,0.521,-0.1592,-0.3533,0.086
20130531,0.0001,-1.3167,0.3456,-0.1635,-0.0582,0.0431
20130603,0.0001,0.4852,0.1148,-0.0124,0.178,-0.3572
20130604,0.0001,-0.5505,-0.2588,0.16,0.2199,0.3229
20130605,0.0001,-1.376,-0.0572,-0.1213,-0.0261,0.4097
20130606,0.0001,0.8919,0.1912,0.3375,-0.1241,-0.2283
20130607,0.0001,1.3,-0.366,-0.1276,0.0058,-0.1019
20130610,0.0001,0.0693,0.6652,-0.1602,-0.2646,0.0998
20130611,0.0001,-1.0398,-0.1191,0.3738,0.2558,0.1421
20130612,0.0001,-0.8161,0.1437,0.2039,0.494,0.2329
20130613,0.0001,1.469,0.1521,0.2805,-0.2151,-0.1199
20130614,0.0001,-0.5934,-0.4434,0.2736,-0.04,0.0808
20130617,0.0001,0.7342,-0.0278,-0.4386,-0.0467,-0.1763
20130618,0.0001,0.8006,0.3937,0.0132,-0.1017,-0.23
20130619,0.0001,-1.2773,0.2469,-0.3588,-0.0408,0.3079
20130620,0.0001,-2.4542,0.0281,-0.1378,0.0185,0.6039
20130621,0.0001,0.1345,-0.0504,0.136,-0.2611,-0.1073
20130624,0.0001,-1.1848,-0.1689,0.1589,0.2481,0.2761
20130625,0.0001,0.9635,-0.0041,-0.0399,-0.1985,-0.3152
20130626,0.0001,0.9187,-0.764,0.2129,-0.1039,-0.1254
20130627,0.0001,0.7679,0.8639,0.118,-0.2258,-0.4572
20130628,0.0001,-0.3357,0.254,-0.1538,0.0544,0.2806
20130701,0,0.7138,0.695,0.0956,-0.2557,-0.3884
20130702,0,-0.1006,-0.0914,-0.0695,0.0118,0.2906
20130703,0,0.115,0.1135,-0.0583,0.2273,0.159
20130705,0,1.1074,0.5127,0.0422,-0.0643,0.0322
20130708,0,0.5271,0.0032,0.0507,0.2323,0.1215
20130709,0,0.7445,0.1348,0.0142,0.2008,-0.3581
20130710,0,0.0606,0.1907,-0.0798,-0.2551,0.1835
20130711,0,1.3266,-0.1252,-0.1481,-0.1572,-0.192
20130712,0,0.3356,0.0017,-0.0918,-0.3519,0.1988
20130715,0,0.1999,0.4539,0.1466,-0.3947,-0.0766
20130716,0,-0.4119,0.0324,0.1963,0.1645,0.3766
20130717,0,0.3022,-0.0468,-0.0667,-0.3548,-0.3653
20130718,0,0.5498,0.2232,0.3306,0.0622,-0.6265
20130719,0,0.09,-0.2946,0.2323,-0.359,-0.703
20130722,0,0.2298,0.2811,0.1522,0.0954,-0.1603
20130723,0,-0.1471,0.0741,0.2652,0.0021,-0.2587
20130724,0,-0.3927,-0.3381,-0.0111,0.7067,0.628
20130725,0,0.42,0.652,-0.1126,-0.3179,0.1415
20130726,0,0.0198,-0.731,-0.1629,-0.0763,-0.1465
20130729,0,-0.3693,-0.1922,-0.1189,0.3825,0.1563
20130730,0,0.1077,0.1344,0.0396,-0.0403,-0.0627
20130731,0,0.0983,0.3195,0.0044,0.0662,-0.0715
20130801,0,1.3967,0.2149,-0.0184,0.0859,-0.0301
20130802,0,0.1985,-0.2669,-0.0281,0.1732,-0.2924
20130805,0,-0.0669,0.5606,0.0321,0.0387,0.1789
20130806,0,-0.6761,-0.4078,-0.0915,0.1504,0.2947
20130807,0,-0.4207,-0.3673,0.0912,0.3454,0.4675
20130808,0,0.4711,-0.1474,0.1392,-0.0928,-0.3734
20130809,0,-0.2926,-0.0502,-0.0968,-0.3137,-0.0597
20130812,0,-0.0222,0.586,-0.0355,0.1555,0.0921
20130813,0,0.2014,-0.1361,0.0003,0.2442,0.3071
20130814,0,-0.5037,0.1512,0.0348,-0.165,-0.0317
20130815,0,-1.4721,-0.4331,-0.2061,-0.0837,-0.389
20130816,0,-0.2564,0.1517,-0.0049,0.2756,-0.0802
20130819,0,-0.6215,-0.2278,-0.2369,0.4702,0.4982
20130820,0,0.5272,0.7973,0.1142,-0.3095,-0.3928
20130821,0,-0.5862,-0.0746,-0.3049,0.041,0.1053
20130822,0,0.9256,0.523,-0.3133,-0.2382,-0.4875
20130823,0,0.3744,-0.2671,-0.1171,-0.1495,0.2399
20130826,0,-0.2946,0.4102,-0.138,-0.1928,-0.217
20130827,0,-1.7491,-0.8772,-0.0025,0.1547,0.2693
20130828,0,0.3035,0.133,-0.122,0.0992,0.2731
20130829,0,0.3433,0.7955,-0.2943,-0.0091,-0.2647
20130830,0,-0.4709,-1.212,-0.2331,-0.1568,0.0218
20130903,0,0.4563,0.2162,-0.146,0.0195,-0.2464
20130904,0,0.8327,0.0678,0.0207,-0.1023,0.1545
20130905,0,0.1925,0.1842,-0.1147,-0.2269,-0.0727
20130906,0,0.0046,-0.1753,-0.0667,-0.4561,-0.192
20130909,0,1.0906,0.5381,0.0868,-0.1375,-0.096
20130910,0,0.8028,0.1355,0.1606,0.1015,-0.2009
20130911,0,0.2794,-0.1006,0.1517,0.0478,-0.2464
20130912,0,-0.3207,-0.3429,-0.1606,0.1168,0.2292
20130913,0,0.2936,0.231,0.2544,0.0628,0.1793
20130916,0,0.4889,-0.2422,0.3545,0.1963,-0.2985
20130917,0,0.5405,0.2756,-0.1488,-0.3763,-0.3028
20130918,0,1.101,-0.4787,-0.2991,-0.3244,-0.225
20130919,0,-0.1329,0.0393,-0.1716,0.0256,-0.0797
20130920,0,-0.6327,0.5798,-0.135,0.0166,0.4813
20130923,0,-0.4505,0.2119,-0.1614,0.0394,0.196
20130924,0,-0.1254,0.3459,0.0791,0.0323,-0.313
20130925,0,-0.2274,0.221,0.008,-0.1392,-0.2236
20130926,0,0.4151,0.1459,-0.3295,0.0856,-0.0531
20130927,0,-0.3884,0.0848,-0.0637,0.1473,0.2742
20130930,0,-0.4916,0.3958,-0.0088,-0.0881,0.0454
20131001,0.0001,0.9031,0.2955,-0.2899,-0.195,-0.0856
20131002,0.0001,-0.0969,-0.288,-0.0416,-0.2906,-0.1002
20131003,0.0001,-0.8785,-0.0559,0.2881,0.1862,0.1685
20131004,0.0001,0.7417,0.0437,-0.1141,-0.1198,-0.0292
20131007,0.0001,-0.9513,-0.41,0.1733,-0.108,-0.0097
20131008,0.0001,-1.3538,-0.4868,0.495,0.1019,0.2994
20131009,0.0001,-0.0497,-0.2578,0.4064,0.6432,0.4154
20131010,0.0001,2.2271,0.4075,-0.1828,0.1904,-0.4206
20131011,0.0001,0.71,0.6998,-0.1824,0.4045,-0.0295
20131014,0.0001,0.4335,0.2826,-0.0562,0.1352,0.2329
20131015,0.0001,-0.7277,-0.1439,-0.0269,0.167,0.0941
20131016,0.0001,1.3703,-0.213,-0.2621,-0.286,-0.1793
20131017,0.0001,0.7023,0.1044,0.1136,-0.1316,-0.5644
20131018,0.0001,0.7241,0.1924,-0.662,-0.2877,0.1151
20131021,0.0001,-0.0219,-0.1234,0.1425,0.2298,-0.1331
20131022,0.0001,0.5053,-0.4083,0.3194,-0.2393,0.0327
20131023,0.0001,-0.508,0.2258,0.3129,0.6058,-0.1808
20131024,0.0001,0.4196,0.3015,-0.1403,0.1766,-0.3776
20131025,0.0001,0.3294,-0.4958,-0.1234,-0.4626,0.3528
20131028,0.0001,0.0896,-0.0754,0.237,0.2602,0.2981
20131029,0.0001,0.5506,-0.2075,0.2608,0.0011,0.0692
20131030,0.0001,-0.6058,-0.7556,0.1881,0.3347,0.2561
20131031,0.0001,-0.337,-0.1789,0.2609,-0.0314,0.5079
20131101,0.0002,0.1986,-0.5616,0.4721,0.0837,-0.2382
20131104,0.0002,0.4706,0.7801,-0.081,-0.0053,-0.1107
20131105,0.0002,-0.2347,-0.0907,0.1111,0.3686,0.332
20131106,0.0002,0.2654,-0.7594,0.0839,0.5219,0.5589
20131107,0.0002,-1.4546,-0.2497,0.0854,0.1475,0.1301
20131108,0.0002,1.4586,0.7275,-0.1363,-0.0684,-0.0485
20131111,0.0002,0.1173,0.1667,0.0189,-0.0705,-0.0049
20131112,0.0002,-0.1862,0.2533,0.4114,0.4275,0.3235
20131113,0.0002,0.9035,0.0847,-0.0943,0.0022,-0.1743
20131114,0.0002,0.4268,-0.5111,-0.0708,-0.03,-0.3327
20131115,0.0002,0.4333,0.0717,-0.0877,-0.1168,0.0169
20131118,0.0002,-0.4942,-0.2399,0.1671,0.4301,0.2814
20131119,0.0002,-0.2688,-0.2075,-0.1178,-0.004,0.2104
20131120,0.0002,-0.3287,0.4039,-0.0554,0.0344,0.1977
20131121,0.0002,0.9691,0.9274,-0.4209,-0.0387,0.0189
20131122,0.0002,0.4992,-0.111,0.0073,-0.1652,-0.1733
20131125,0.0002,-0.1038,0.0561,0.2166,0.01,0.3854
20131126,0.0002,0.1722,0.7711,-0.3676,0.0926,-0.2026
20131127,0.0002,0.2977,0.262,0.086,0.0644,-0.0094
20131129,0.0002,-0.0256,0.1568,-0.2039,-0.2067,-0.0114
20131202,0.0001,-0.3143,-0.9329,0.142,-0.2933,-0.1804
20131203,0.0001,-0.3407,-0.2135,0.1693,0.0574,0.0641
20131204,0.0001,-0.0736,-0.1305,-0.2269,0.0616,0.0088
20131205,0.0001,-0.3503,0.4419,-0.3701,0.2303,-0.1027
20131206,0.0001,1.0192,-0.1608,0.3468,0.5806,0.0095
20131209,0.0001,0.1724,-0.283,0.0098,0.2179,-0.182
20131210,0.0001,-0.3391,-0.5628,0.1277,-0.3023,-0.1721
20131211,0.0001,-1.1669,-0.2755,0.2205,0.5569,0.266
20131212,0.0001,-0.2327,0.4544,-0.114,-0.061,-0.404
20131213,0.0001,0.0993,0.2153,0.1997,-0.3168,-0.4621
20131216,0.0001,0.6697,0.6039,0.0609,0.1275,0.0643
20131217,0.0001,-0.2552,0.0225,-0.0171,-0.2157,-0.0424
20131218,0.0001,1.5529,-0.2279,0.0728,0.2619,0.3725
20131219,0.0001,-0.1055,-0.4719,0.0923,-0.2139,-0.18
20131220,0.0001,0.6935,1.2033,-0.349,-0.3269,-0.1021
20131223,0.0001,0.6228,0.387,-0.0571,-0.1816,-0.0893
20131224,0.0001,0.3353,0.0697,0.1925,-0.1707,-0.2817
20131226,0.0001,0.4376,-0.351,0.0576,0.1275,-0.0684
20131227,0.0001,-0.0475,-0.0004,0.1772,-0.1711,-0.1036
20131230,0.0001,-0.0038,0.0629,0.193,0.1103,-0.0255
20131231,0.0001,0.4352,-0.2185,-0.2013,-0.2702,-0.0882
20140102,0.0001,-0.8756,-0.1947,0.1959,-0.2138,-0.1906
20140103,0.0001,0.0285,0.648,0.1239,0.1681,-0.0427
20140106,0.0001,-0.3438,-0.4556,0.1209,-0.2669,0.0681
20140107,0.0001,0.6817,0.2571,-0.2628,-0.1372,0.2611
20140108,0.0001,0.0366,-0.0762,0.0756,-0.445,0.0357
20140109,0.0001,0.0234,0.0256,-0.0685,0.079,-0.2754
20140110,0.0001,0.2732,0.2199,-0.0775,-0.0524,0.1636
20140113,0.0001,-1.3159,0.0262,0.338,-0.0865,-0.0517
20140114,0.0001,1.15,0.0946,-0.5475,-0.2677,0.299
20140115,0.0001,0.5327,0.3295,0.1405,-0.0785,0.017
20140116,0.0001,-0.0731,0.2007,-0.3344,-0.1548,-0.2653
20140117,0.0001,-0.3904,-0.1041,-0.0002,-0.2299,0.1792
20140121,0.0001,0.2958,0.1162,-0.1337,-0.3548,0.1905
20140122,0.0001,0.1463,0.3459,-0.2178,0.0141,-0.1695
20140123,0.0001,-0.8613,-0.0169,-0.0413,-0.0237,-0.0332
20140124,0.0001,-2.1845,-0.5405,-0.0737,-0.0827,0.3265
20140127,0.0001,-0.653,-0.8311,0.4499,0.2492,0.0357
20140128,0.0001,0.7312,0.224,0.0206,-0.6052,-0.473
20140129,0.0001,-1.0694,-0.293,0.2273,-0.1541,0.1788
20140130,0.0001,1.222,0.2155,-0.4708,-0.5219,-0.0391
20140131,0.0001,-0.6564,0.1427,0.1892,0.7735,0.1645
20140203,0.0002,-2.4851,-0.8177,-0.0854,-0.0194,0.2975
20140204,0.0002,0.7729,-0.1167,0.0653,-0.0269,-0.0992
20140205,0.0002,-0.2267,-0.4685,0.1835,0.3297,0.2167
20140206,0.0002,1.2147,-0.2609,-0.0973,0.2153,-0.0857
20140207,0.0002,1.3346,-0.3798,-0.3735,-0.4211,0.1794
20140210,0.0002,0.1635,-0.1144,-0.1901,-0.5399,0.1087
20140211,0.0002,1.0921,-0.1681,0.2406,0.1015,-0.0255
20140212,0.0002,0.1087,0.328,0.0743,0.133,0.1866
20140213,0.0002,0.7169,0.7125,-0.3192,-0.2448,-0.1824
20140214,0.0002,0.4227,-0.3718,0.2623,-0.0726,-0.0609
20140218,0.0002,0.2706,0.6575,-0.2538,-0.9052,-0.0982
20140219,0.0002,-0.7362,-0.2161,0.1196,0.2047,0.1876
20140220,0.0002,0.7046,0.4398,-0.418,-0.3226,0.1721
20140221,0.0002,-0.0901,0.2939,0.0772,-0.089,-0.0933
20140224,0.0002,0.6481,0.2872,-0.0757,-0.2494,-0.0021
20140225,0.0002,-0.1047,-0.1408,-0.1088,-0.395,-0.3614
20140226,0.0002,0.1238,0.6124,0.1309,0.3972,0.1608
20140227,0.0002,0.5434,0.0147,-0.0059,-0.1721,-0.3422
20140228,0.0002,0.1531,-0.5109,0.1462,0.6341,-0.1854
20140303,0.0001,-0.6994,0.0716,0.1104,0.0942,-0.1619
20140304,0.0001,1.6686,1.1533,-0.2048,-0.0804,-0.15
20140305,0.0001,0.0103,0.1674,0.0151,0.0321,-0.0639
20140306,0.0001,0.1615,-0.0959,0.3576,0.4423,0.0933
20140307,0.0001,0.0387,0.0542,0.4127,0.1573,0.2027
20140310,0.0001,-0.094,0,0.0159,0.092,0.3301
20140311,0.0001,-0.6172,-0.6391,0.0351,0.203,0.1998
20140312,0.0001,0.126,0.1943,-0.402,-0.41,0.1069
20140313,0.0001,-1.2077,-0.2342,0.2096,-0.0947,0.0146
20140314,0.0001,-0.1555,0.4863,0.0403,-0.2213,0.0297
20140317,0.0001,0.8984,-0.1388,-0.0086,0.3366,0.2447
20140318,0.0001,0.8234,0.7109,-0.2648,-0.275,0.2145
20140319,0.0001,-0.5915,0.0855,0.0338,0.0986,0.0245
20140320,0.0001,0.5225,-0.1254,0.305,0.0247,0.3347
20140321,0.0001,-0.3667,0.024,0.5542,0.3499,-0.1721
20140324,0.0001,-0.6391,-0.7326,0.4471,0.7667,0.4344
20140325,0.0001,0.2949,-0.37,0.098,0.1298,0.0623
