DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19801028,0.0386,-0.0051,-0.1221,0.0777,0.5571,0.1595
19801029,0.0386,-0.1361,0.2462,0.1171,-0.0506,-0.0135
19801030,0.0386,-1.4309,0.4591,0.6518,-0.2638,-0.0011
19801031,0.0386,0.9737,-0.511,-0.0997,0.4874,0.1043
19801103,0.0492,1.1103,-0.6233,-0.3118,0.7354,0.4354
19801105,0.0492,1.6958,-0.44,-0.4435,0.8657,-0.0318
19801106,0.0492,-1.7906,0.2307,0.5852,0.1396,0.1606
19801107,0.0492,0.1248,-0.4996,0.0658,0.0714,-0.0129
19801110,0.0492,0.2717,-0.1396,-0.0913,0.6617,-0.042
19801111,0.0492,1.2005,-0.115,-0.3685,0.491,0.2549
19801112,0.0492,2.3515,-0.8637,-0.5274,0.8814,0.0869
19801113,0.0492,1.4719,-0.5976,-0.3794,0.3321,-0.3388
19801114,0.0492,0.4929,-0.1767,-0.5158,0.0143,0.0259
19801117,0.0492,0.3975,-0.6703,0.1034,0.6875,0.2632
19801118,0.0492,1.3725,-0.709,-0.2968,0.8127,-0.0321
19801119,0.0492,-0.3701,0.497,-0.5752,0.3216,-0.1403
19801120,0.0492,0.9154,-0.1982,0.0351,0.1626,-0.2382
19801121,0.0492,-0.8746,0.3265,0.5667,0.3284,0.0376
19801124,0.0492,-0.6272,-0.0382,0.3693,0.0155,0.4322
19801125,0.0492,0.7613,-0.0515,-0.5733,0.1758,0.0223
19801126,0.0492,0.4973,-0.6722,0.7624,1.4029,0.0622
19801128,0.0492,0.2673,0.1001,-0.167,0.2118,-0.1483
19801201,0.0639,-2.2156,0.9836,0.0263,-0.3547,-0.0339
19801202,0.0639,-0.3062,-0.4485,0.2857,-0.2777,-0.1211
19801203,0.0639,-0.0728,0.303,0.3539,-0.2616,-0.307
19801204,0.0639,-0.1299,0.665,0.1392,-0.0543,-0.1174
19801205,0.0639,-1.9186,0.8014,-0.01,-0.3052,0.1656
19801208,0.0639,-2.7135,-0.5216,0.1438,-0.6737,0.4123
19801209,0.0639,-0.2158,-0.5553,-0.0489,0.0576,0.0577
19801210,0.0639,-1.6094,0.6134,-0.0047,-0.3869,0.3561
19801211,0.0639,-1.1577,-1.5879,-0.0074,-0.252,0.6678
19801212,0.0639,1.3786,0.0409,-0.4356,0.301,-0.2378
19801215,0.0639,0.1084,0.3294,-0.1933,0.7024,0.3856
19801216,0.0639,0.72,-0.731,0.0775,1.1449,0.4863
19801217,0.0639,1.517,-0.7957,-0.0625,1.0341,-0.1294
19801218,0.0639,0.3984,0.5335,0.3652,0.0618,-0.3037
19801219,0.0639,0.5677,0.262,0.3941,-0.8366,-0.5643
19801222,0.0639,1.2721,-0.3186,0.0906,-0.2837,-0.2055
19801223,0.0639,-0.3232,0.3747,-0.0914,-0.5444,-0.0406
19801224,0.0639,0.3332,0.1635,-0.2932,-0.8505,-0.1068
19801226,0.0639,0.4424,0.0642,-0.0311,0.1167,-0.065
19801229,0.0639,-1.0714,0.4094,0.2798,0.3715,-0.0274
19801230,0.0639,0.1569,0.1116,0.1887,0.5355,0.0321
19801231,0.0639,0.3523,0.4755,-0.2926,-0.5588,-0.3115
19810102,0.0472,0.5641,0.4743,0.1291,-0.5444,0.0886
19810105,0.0472,0.9504,-0.0933,0.4995,-0.614,0.0712
19810106,0.0472,0.0478,0.2368,0.2065,-0.9761,0.0493
19810107,0.0472,-2.6466,-1.3949,0.1467,-0.9413,0.4326
19810108,0.0472,-1.3659,0.7758,0.1327,-0.2366,0.042
19810109,0.0472,0.3739,0.4589,0.1775,0.0537,0.2517
19810112,0.0472,0.0195,0.4773,0.1589,0.0699,0.3079
19810113,0.0472,-0.3292,0.1489,-0.0021,-0.1598,0.3257
19810114,0.0472,0.2724,0.2009,-0.0305,0.4472,-0.3485
19810115,0.0472,0.5066,-0.2258,0.0672,0.6064,0.1912
19810116,0.0472,0.4953,-0.1534,0.1726,0.2387,-0.1311
19810119,0.0472,-0.2474,0.4542,0.0073,-0.0418,-0.0004
19810120,0.0472,-1.8904,0.7649,-0.193,-0.4146,-0.1239
19810121,0.0472,-0.3599,0.2249,0.1099,-0.2443,-0.0232
19810122,0.0472,-0.826,0.2773,0.4057,0.0083,0.1896
19810123,0.0472,-0.0476,0.232,-0.2499,0.1154,-0.1679
19810126,0.0472,-0.5122,0.1084,0.1494,0.1032,0.3878
19810127,0.0472,1.0096,-0.5247,-0.1111,0.0659,-0.0306
19810128,0.0472,-0.4546,0.5175,0.1355,-0.5615,-0.2473
19810129,0.0472,-0.0819,0.3152,0.3115,-0.7645,-0.4183
19810130,0.0472,-0.479,0.5898,0.311,-1.1682,-0.3703
19810202,0.056,-2.2443,0.0824,0.5978,-0.8437,0.8131
19810203,0.056,1.0772,-0.9915,-0.2783,0.3402,0.0892
19810204,0.056,0.2141,0.4588,-0.0102,-0.1995,-0.24
19810205,0.056,0.9403,0.2854,-0.0341,-0.0772,-0.1991
19810206,0.056,0.7737,-0.1167,-0.3247,0.1694,0.0261
19810209,0.056,-0.9882,0.5708,0.448,-0.1867,-0.0435
19810210,0.056,-0.1403,0.173,0.3598,0.2701,0.1878
19810211,0.056,-0.7367,0.3212,0.2935,-0.5646,0.125
19810212,0.056,-0.6551,0.005,0.3069,-0.0733,0.56
19810213,0.056,-0.3092,-0.1019,0.1884,0.2374,0.1132
19810217,0.056,0.4332,-0.5243,-0.0154,0.5749,0.2176
19810218,0.056,0.4488,-0.3618,-0.013,0.4065,0.1377
19810219,0.056,-1.4718,0.5285,0.0218,-0.4928,0.1179
19810220,0.056,-0.1937,0.0644,0.236,-0.2229,0.1842
19810223,0.056,0.5348,-0.2066,0.0279,0.1801,-0.118
19810224,0.056,0.1722,0.4678,0.1176,-0.0227,0.0368
19810225,0.056,0.7002,-0.7691,0.393,0.1755,0.0173
19810226,0.056,1.1649,-0.0294,-0.0963,0.414,-0.4374
19810227,0.056,0.954,0.0579,-0.4022,0.6211,-0.0549
19810302,0.0594,0.592,0.0082,-0.2434,0.4649,-0.2363
19810303,0.0594,-0.9214,0.6539,-0.1604,-0.2425,-0.0355
19810304,0.0594,0.1372,-0.0199,-0.0908,-0.3539,-0.085
19810305,0.0594,-0.5117,0.5831,0.0371,-0.517,-0.0267
19810306,0.0594,-0.0944,0.4997,0.1686,-0.675,-0.683
19810309,0.0594,0.7194,-0.2389,-0.3824,0.118,-0.0085
19810310,0.0594,-0.4653,-0.0066,-0.0245,-0.2956,0.5495
19810311,0.0594,-0.3276,0.2646,0.0219,-0.1328,-0.1428
19810312,0.0594,2.2262,-1.1608,-0.3676,0.2891,-0.4329
19810313,0.0594,0.0277,0.4974,-0.2642,-0.2417,-0.2214
19810316,0.0594,1.0113,-0.1057,0.5429,0.2473,0.2093
19810317,0.0594,-0.4551,0.262,0.0544,-0.6667,0.0486
19810318,0.0594,0.2194,0.3969,0.4061,-0.6324,-0.1617
19810319,0.0594,-0.5045,0.9057,0.3506,-0.3974,-0.0633
19810320,0.0594,0.6195,0.3524,-0.457,0.1563,-0.2111
19810323,0.0594,1.0165,-0.566,-0.6049,0.7166,0.2204
19810324,0.0594,-0.6025,0.3969,-0.3228,0.1872,0.1128
19810325,0.0594,1.537,-0.6088,-0.2422,0.6337,-0.0501
19810326,0.0594,-0.4535,0.3706,-0.8257,-0.6127,-0.5654
19810327,0.0594,-1.0136,0.7112,0.1615,0.1326,0.1716
19810330,0.0594,-0.3022,0.3365,0.1829,0.2397,-0.0119
19810331,0.0594,1.0415,-0.1143,-0.1873,-0.0062,-0.3711
19810401,0.051,0.4882,0.0551,-0.3604,-0.5991,0.2963
19810402,0.051,-0.0789,0.4784,0.2082,-0.0492,-0.2543
19810403,0.051,-0.4817,0.6277,-0.0812,0.2201,0.1275
19810406,0.051,-1.1091,0.407,0.2513,0.226,0.2277
19810407,0.051,-0.0357,0.4076,0.2508,-0.1565,0.1279
19810408,0.051,0.3246,0.2132,-0.0945,-0.2145,0.0762
19810409,0.051,0.3631,0.4388,0.0151,-0.2441,-0.0354
19810410,0.051,0.0161,0.6418,0.1767,0.4711,-0.306
19810413,0.051,-1.039,0.3175,0.4375,-0.0312,0.3334
19810414,0.051,-0.5555,0.1849,0.1574,-0.2132,0.4496
19810415,0.051,1.0126,-0.2964,-0.2465,0.5023,-0.1244
19810416,0.051,0.4435,0.2968,-0.1794,0.414,-0.4257
19810420,0.051,0.5344,0.0003,0.1127,0.5104,-0.0937
19810421,0.051,-0.9452,0.5556,0.3397,-0.3137,0.2045
19810422,0.051,-0.0775,0.3085,0.1004,-0.3062,0.2257
19810423,0.051,-0.0194,0.5589,0.3729,-0.0424,-0.0749
19810424,0.051,0.7048,-0.1067,0.2264,0.3389,-0.1119
19810427,0.051,0.2052,-0.3976,0.326,0.4487,0.2116
19810428,0.051,-0.9441,-0.3988,0.2224,-0.075,0.317
19810429,0.051,-0.9478,-0.1609,0.1585,0.0407,0.1687
19810430,0.051,0.0048,0.0161,0.0255,0.4025,-0.3729
19810501,0.053,-0.1678,-0.0312,-0.0975,0.2952,0.1151
19810504,0.053,-1.5264,-0.4156,0.2164,0.0835,0.2551
19810505,0.053,-0.4061,-0.3892,-0.5021,0.2889,-0.3896
19810506,0.053,0.4084,-0.139,-0.3483,0.3072,-0.3582
19810507,0.053,0.7084,-0.2077,0.1667,0.0025,-0.1929
19810508,0.053,0.0859,0.3915,-0.0334,0.0226,0.236
19810511,0.053,-1.4089,0.3918,0.1831,-0.3639,0.1633
19810512,0.053,0.6548,-0.4612,0.2464,-0.4311,0.2172
19810513,0.053,-0.0345,0.7287,-0.0596,0.0686,0.1466
19810514,0.053,0.5603,0.0569,-0.1827,-0.3538,-0.3123
19810515,0.053,0.6121,-0.1503,-0.0261,0.1446,0.1416
19810518,0.053,0.1632,0.0538,-0.1099,0.2349,0.2605
19810519,0.053,-0.313,0.0413,-0.058,-0.1738,0.132
19810520,0.053,0.1006,0.4004,-0.1111,0.1806,-0.0827
19810521,0.053,-0.1034,0.49,0.2549,0.3724,-0.1434
19810522,0.053,-0.0093,0.3721,-0.2656,0.2631,0.0777
19810526,0.053,0.8878,-0.5734,-0.3424,0.2613,-0.3031
19810527,0.053,0.6496,0.2949,-0.1672,-0.4657,0.3694
19810528,0.053,-0.1606,0.8314,0.4186,-0.4084,0.4103
19810529,0.053,-0.4603,0.7512,0.284,-0.3731,0.9216
19810601,0.0684,-0.2425,0.4791,0.3866,-0.3039,1.3112
19810602,0.0684,-1.4594,0.36,0.4095,-0.3189,0.8265
19810603,0.0684,-0.0404,-0.1398,0.0451,-0.2428,0.2532
19810604,0.0684,0.1471,0.2088,0.0182,0.1513,-0.4107
19810605,0.0684,0.8473,-0.6253,-0.0033,0.0582,-0.4615
19810608,0.0684,-0.0348,0.033,0.1896,0.023,0.4789
19810609,0.0684,-0.3463,-0.0601,-0.0635,-0.0089,0.0385
19810610,0.0684,0.2429,0.1766,0.0831,0.1081,-0.225
19810611,0.0684,0.9989,0.0928,0.0646,-0.1311,0.1762
19810612,0.0684,-0.0464,0.4251,0.2235,-0.3131,0.2479
19810615,0.0684,0.0558,-0.0322,0.5328,-0.4879,0.4713
19810616,0.0684,-1.1614,0.0382,0.5661,-0.5113,0.614
19810617,0.0684,0.6704,-0.9442,0.1055,0.5973,-0.7818
19810618,0.0684,-1.2223,0.3956,0.1791,-0.0506,0.2243
19810619,0.0684,0.3673,-0.1914,0.0896,0.8109,-0.6255
19810622,0.0684,-0.2122,-0.0756,-0.1509,-0.0172,0.3623
19810623,0.0684,0.9196,-0.7733,0.1961,0.0251,-0.0451
19810624,0.0684,-0.5606,0.5537,0.058,0.0402,-0.0575
19810625,0.0684,0.0948,-0.2012,-0.045,0.5017,-0.2883
19810626,0.0684,-0.2344,0.088,-0.1785,-0.1198,0.0101
19810629,0.0684,-0.6816,-0.043,0.0256,-0.0305,-0.138
19810630,0.0684,-0.654,-0.3369,-0.1781,-0.0358,-0.0659
19810701,0.0539,-0.9816,0.286,0.06,0.3743,-0.1636
19810702,0.0539,-0.9433,0.0477,0.4568,-0.021,0.1809
19810706,0.0539,-1.1178,-0.1249,-0.3074,0.0045,0.0745
19810707,0.0539,0.3195,-0.4622,-0.3978,0.2955,-0.5247
19810708,0.0539,0.0916,-0.0848,-0.39,0.0441,-0.2386
19810709,0.0539,0.6642,-0.2052,-0.2453,-0.0114,-0.304
19810710,0.0539,0.1023,0.2494,0.1186,0.1751,0.0202
19810713,0.0539,0.1231,-0.1527,-0.1676,0.3387,-0.0796
19810714,0.0539,-0.1197,-0.2471,-0.414,0.0677,-0.2801
19810715,0.0539,0.3867,0.0522,-0.1289,0.2453,0.0859
19810716,0.0539,0.1473,0.2254,-0.0294,0.5166,-0.0496
19810717,0.0539,0.2884,-0.2097,-0.0637,0.1345,0.0765
19810720,0.0539,-1.5875,0.3107,0.1367,0.2514,0.092
19810721,0.0539,-0.4985,-0.621,-0.2249,0.033,-0.0478
19810722,0.0539,-0.8814,0.3661,0.1401,0.0254,0.195
19810723,0.0539,0.1171,-0.4109,-0.1597,0.1156,-0.1762
19810724,0.0539,0.8042,-0.1543,-0.0469,0.2861,0.0278
19810727,0.0539,0.8165,-0.4227,-0.243,0.19,-0.1136
19810728,0.0539,-0.511,0.2476,0.358,0.0697,0.0763
19810729,0.0539,-0.035,0.2167,0.0584,0.2239,0.3883
19810730,0.0539,0.5694,-0.1675,-0.2066,-0.3258,-0.0229
19810731,0.0539,0.7681,-0.2914,-0.2013,0.0223,-0.0241
19810803,0.0606,-0.3367,-0.1665,-0.201,0.1457,0.1648
19810804,0.0606,0.4191,-0.4653,-0.151,0.2267,0.0822
19810805,0.0606,1.0477,-0.6652,-0.5933,0.1939,-0.5527
19810806,0.0606,0.0989,0.2239,0.0812,0.171,-0.2561
19810807,0.0606,-0.4522,0.2401,-0.0068,0.099,0.1901
19810810,0.0606,0.3398,-0.6444,-0.1786,0.1993,0.0955
19810811,0.0606,0.8394,-0.4574,-0.3665,-0.0632,-0.2406
19810812,0.0606,-0.242,0.3098,0.3286,0.1479,-0.0172
19810813,0.0606,0.0578,-0.0332,-0.1278,0.3287,-0.3329
19810814,0.0606,-0.6886,0.6381,0.2676,0.0437,0.2056
19810817,0.0606,-1.0146,-0.0978,-0.1112,-0.2689,0.256
19810818,0.0606,-1.1081,0.0177,0.6391,-0.2246,0.6094
19810819,0.0606,0.1925,-0.084,0.1509,0.2655,-0.0107
19810820,0.0606,0.1509,0.1484,-0.0032,0.3926,-0.0066
19810821,0.0606,-1.0326,0.5035,0.5813,-0.1171,0.1512
19810824,0.0606,-2.9621,0.0793,1.1215,-0.2572,0.9688
19810825,0.0606,-0.5335,-1.0534,-0.6302,0.1865,-0.0831
19810826,0.0606,-0.1169,-0.0204,-0.0462,-0.3022,-0.1759
19810827,0.0606,-1.0749,0.2427,0.377,-0.2271,0.6591
19810828,0.0606,0.4099,0.0012,-0.1336,-0.0772,0.0921
19810831,0.0606,-1.1434,-0.0537,0.4137,0.093,0.5373
19810901,0.0606,0.1257,-0.508,0.1014,0.1026,0.259
19810902,0.0606,0.2597,0.1423,-0.0446,0.2368,-0.0339
19810903,0.0606,-1.9177,0.3146,0.6915,-0.1826,0.7544
19810904,0.0606,-1.0403,-0.0465,0.2472,-0.4101,-0.1021
19810908,0.0606,-1.9662,-0.9014,1.1032,0.1096,1.1031
19810909,0.0606,0.2483,-0.434,0.0968,0.2245,-0.2044
19810910,0.0606,1.4896,-0.0583,-0.812,-0.0913,-0.7199
19810911,0.0606,1.1502,0.2235,0.0159,-0.1462,0.0993
19810914,0.0606,-0.7776,0.5232,0.374,0.3551,0.4659
19810915,0.0606,-0.5953,0.5413,0.523,0.3029,0.3372
19810916,0.0606,-0.8388,-0.1502,0.7682,-0.1081,0.57
19810917,0.0606,-1.4877,0.3743,0.721,-0.0804,1.0434
19810918,0.0606,-0.9269,0.0358,0.4203,-0.0957,0.2438
19810921,0.0606,0.5409,-0.7039,-0.0361,-0.1497,0.1896
19810922,0.0606,-0.5205,0.1454,0.4265,0.2164,0.2433
19810923,0.0606,-1.2225,-0.7011,0.4005,0.0673,0.6788
19810924,0.0606,-0.402,0.1672,0.1396,-0.0425,-0.0779
19810925,0.0606,-2.3984,-0.9491,0.6512,-0.376,1.2402
19810928,0.0606,1.9252,-1.6748,-1.1281,0.6889,-0.9275
19810929,0.0606,0.8501,1.4834,-0.4747,0.5551,-0.8981
19810930,0.0606,0.2697,0.2983,-0.2196,-0.0466,0.14
19811001,0.0528,0.6616,-0.1506,-0.4376,0.2146,-0.8043
19811002,0.0528,1.9693,-0.163,-0.6845,0.1424,-0.329
19811005,0.0528,0.3147,0.3719,-0.0015,0.3711,-0.0012
19811006,0.0528,-0.1403,0.3159,-0.4657,0.1844,-0.4349
19811007,0.0528,1.5485,-0.0521,0.1327,0.4539,-0.4365
19811008,0.0528,0.8788,0.2923,0.047,0.2562,-0.467
19811009,0.0528,-0.5032,0.5482,0.7534,-0.411,0.5621
19811012,0.0528,-0.2126,0.4315,0.2894,0.0184,0.1352
19811013,0.0528,-0.2182,0.4808,-0.0852,0.1781,-0.1365
19811014,0.0528,-1.576,0.392,0.7532,0.2613,0.7852
19811015,0.0528,0.5584,-0.4867,-0.3553,0.1088,-0.3737
19811016,0.0528,-0.3581,0.3301,0.316,0.1263,0.0401
19811019,0.0528,-0.2071,-0.141,0.4005,0.4147,0.3076
19811020,0.0528,0.9549,-0.3279,-0.1456,0.2434,-0.3069
19811021,0.0528,-0.1207,0.5904,-0.3356,0.3267,0.0893
19811022,0.0528,-0.3705,0.1069,-0.0308,0.5619,0.2261
19811023,0.0528,-0.8012,0.2066,0.1438,0.3401,0.202
19811026,0.0528,-0.4516,-0.0303,-0.1399,0.2819,0.0205
19811027,0.0528,0.9394,-0.1797,-0.2171,0.2409,-0.424
19811028,0.0528,0.2185,0.2028,-0.2478,0.2058,-0.2041
19811029,0.0528,-0.3784,0.0722,-0.0369,0.3082,0.3914
19811030,0.0528,2.1515,-0.9467,-0.5233,-0.3656,-0.1093
19811102,0.0549,1.8861,-0.7416,-0.8011,0.3719,0.3457
19811103,0.0549,0.4343,0.0916,0.0306,-0.0701,-0.5548
19811104,0.0549,0.13,-0.0773,0.1249,0.0411,0.1687
19811105,0.0549,-0.7046,0.5529,0.291,0.0092,0.2023
19811106,0.0549,-0.5114,0.1372,0.3397,0.0745,0.2199
19811109,0.0549,0.3447,-0.3593,0.263,0.5061,0.3628
19811110,0.0549,-0.4045,0.3434,0.1689,-0.2409,-0.0425
19811111,0.0549,0.117,-0.1517,0.3039,-0.0153,0.2962
19811112,0.0549,0.2069,0.088,0.2327,-0.251,-0.0269
19811113,0.0549,-1.1617,0.8441,0.5655,0.0869,0.4435
19811116,0.0549,-1.3101,-0.2467,0.46,0.1168,0.4264
19811117,0.0549,0.5118,-0.6374,-0.3229,-0.169,-0.0588
19811118,0.0549,-0.4521,0.4506,0.6222,0.1871,0.187
19811119,0.0549,0.4207,-0.5802,-0.9614,-0.3233,0.277
19811120,0.0549,0.8652,0.0625,-0.3265,0.1023,-0.4353
19811123,0.0549,-0.1041,-0.1008,-0.1061,0.1601,0.3405
19811124,0.0549,1.2159,-0.899,0.1542,0.0845,-0.0336
19811125,0.0549,0.343,0.1656,0.2117,-0.2117,-0.2461
19811127,0.0549,0.6967,-0.0916,0.0884,0.0281,0.0043
19811130,0.0549,0.7873,-0.39,-0.8133,0.0959,0.0713
19811201,0.0396,-0.232,-0.1765,0.6665,-0.2449,0.3306
19811202,0.0396,-1.0061,0.692,0.1092,-0.2838,0.1566
19811203,0.0396,0.3115,-0.3661,-0.0356,-0.245,-0.054
19811204,0.0396,0.6506,-0.3146,0.1343,-0.3405,0.0434
19811207,0.0396,-0.7811,0.025,0.3251,0.4919,0.2786
19811208,0.0396,-0.4804,-0.2634,0.1577,0.2704,0.3388
19811209,0.0396,0.4621,-0.4916,-0.3495,-0.3209,-0.0933
19811210,0.0396,0.1437,0.0519,0.3213,0.1489,0.3592
19811211,0.0396,-0.5663,0.3196,0.0164,-0.0545,0.4084
19811214,0.0396,-1.5885,0.3477,0.1347,0.3148,0.2345
19811215,0.0396,0.038,0.3777,0.0971,0.1102,-0.0535
19811216,0.0396,-0.3689,0.2586,-0.0771,-0.1127,-0.1151
19811217,0.0396,0.3991,-0.2841,-0.2724,-0.025,-0.2032
19811218,0.0396,0.6352,-0.0799,-0.0106,-0.2589,-0.4125
19811221,0.0396,-0.4667,0.124,-0.0022,0.0732,0.2183
19811222,0.0396,-0.3864,0.1716,0.3386,0.1642,0.0693
19811223,0.0396,-0.3985,0.2283,-0.17,-0.0961,-0.1805
19811224,0.0396,0.2141,0.0668,-0.0099,-0.1984,0.2045
19811228,0.0396,-0.2723,0.0101,0.0749,0.3221,0.3323
19811229,0.0396,-0.5617,0.1262,0.1927,-0.0432,0.0561
19811230,0.0396,0.3457,-0.1062,0.198,0.0353,-0.1185
19811231,0.0396,0.3082,0.4729,0.015,-0.0889,-0.3249
19820104,0.0364,0.1681,-0.1271,0.1933,-1.0951,-0.0441
19820105,0.0364,-2.0262,0.8227,0.6833,-0.7185,0.6333
19820106,0.0364,-0.8063,0.0365,0.4763,-0.2979,-0.0195
19820107,0.0364,-0.2684,0.1641,0.1895,-0.1213,-0.1797
19820108,0.0364,0.4633,-0.1706,0.0244,-0.1489,0.0212
19820111,0.0364,-2.3251,0.6763,0.8194,0.2703,0.642
19820112,0.0364,-0.5442,-0.4007,0.0663,-0.0596,-0.0142
19820113,0.0364,-1.2795,0.5135,0.5354,0.3283,0.4214
19820114,0.0364,0.481,-0.3082,-0.4677,-0.0282,-0.1405
19820115,0.0364,0.6059,0.0172,-0.2972,-0.2785,-0.1594
19820118,0.0364,0.5829,-0.6009,-0.2041,0.0628,0.1226
19820119,0.0364,-0.9468,0.6573,0.5888,-0.1107,0.3787
19820120,0.0364,-0.6103,0.4089,0.5041,-0.3559,0.1624
19820121,0.0364,0.3074,-0.199,0.2143,0.1689,-0.2871
19820122,0.0364,-0.3777,0.13,0.3544,-0.1194,-0.0919
19820125,0.0364,-0.3994,-0.8028,0.1249,0.0126,0.5256
19820126,0.0364,-0.1674,-0.1297,-0.0756,0.0857,-0.1222
19820127,0.0364,0.3508,-0.4844,-0.1046,0.21,-0.5202
19820128,0.0364,2.5346,-0.622,-1.2428,0.4648,-0.2158
19820129,0.0364,1.1221,0.1999,-0.134,0.42,-0.2042
19820201,0.0481,-1.7877,0.8124,0.8286,-0.2561,0.4569
19820202,0.0481,0.2691,-0.0985,0.2918,0.2429,0.1402
19820203,0.0481,-0.9311,0.6633,0.6863,-0.1023,0.2302
19820204,0.0481,-0.1988,-0.0223,0.36,0.0817,0.2778
19820205,0.0481,0.7661,0.012,0.0862,0.3351,0.12
19820208,0.0481,-2.161,0.4643,0.5943,0.2013,0.9352
19820209,0.0481,-0.9397,-0.5183,0.6327,-0.1667,0.6391
19820210,0.0481,0.611,-0.5299,-0.0642,0.015,0.0077
19820211,0.0481,-0.1369,-0.348,0.31,0.1313,0.272
19820212,0.0481,-0.0697,0.1946,-0.0429,0.0509,-0.0686
19820216,0.0481,-0.4542,-0.165,0.175,0.5494,0.0925
19820217,0.0481,-0.1905,0.6252,-0.0005,0.3876,0.1137
19820218,0.0481,0.0624,-0.1508,0.0622,0.3779,-0.0703
19820219,0.0481,-0.4671,0.1241,-0.0158,0.0292,0.0911
19820222,0.0481,-1.2499,0.6525,0.7199,-0.3554,0.5302
19820223,0.0481,-0.2172,-0.7483,0.3447,-0.3549,-0.0221
19820224,0.0481,1.3965,-1.0457,-0.4038,-0.5302,-0.2667
19820225,0.0481,-0.0454,0.4363,-0.0594,-0.008,0.1834
19820226,0.0481,-0.159,0.1174,0.4076,-0.2146,0.0834
19820301,0.0479,0.2311,0.0516,0.3949,-0.2167,0.4049
19820302,0.0479,-0.3901,0.484,0.547,-0.0702,0.519
19820303,0.0479,-1.521,-0.0565,1.0561,-0.6045,0.874
19820304,0.0479,-1.0868,0.0463,0.1476,-0.5352,0.5866
19820305,0.0479,-0.6959,-0.2265,0.4293,-0.8336,0.4484
19820308,0.0479,-1.6161,0.0873,0.6708,-0.203,0.6331
19820309,0.0479,0.6923,-1.3699,-0.1402,0.1222,-0.3635
19820310,0.0479,0.495,0.1672,-0.3073,0.324,-0.1749
19820311,0.0479,-0.1227,-0.0668,-0.0055,-0.3325,0.0347
19820312,0.0479,-0.8025,0.031,0.249,-0.1044,0.1
19820315,0.0479,0.4842,-0.7568,-0.2765,0.411,-0.2363
19820316,0.0479,-0.0694,0.3426,0.0924,-0.0165,-0.1345
19820317,0.0479,-0.1579,0.0101,0.1327,0.0313,-0.0128
19820318,0.0479,1.1098,-0.1991,-0.8094,-0.089,-0.7063
19820319,0.0479,0.2909,0.2757,-0.2495,0.0163,-0.0135
19820322,0.0479,1.8706,-0.5161,-0.6649,-0.0173,-0.6522
19820323,0.0479,0.5883,0.2305,-0.1267,0.1515,0.2478
19820324,0.0479,-0.46,0.6015,0.4383,0.1645,0.2345
19820325,0.0479,0.2992,0.4079,0.0271,0.0266,0.0377
19820326,0.0479,-0.8955,0.4355,0.3905,0.0141,-0.0353
19820329,0.0479,0.1175,0.1544,-0.2772,-0.1954,0.0692
19820330,0.0479,0.0028,0.1813,-0.0369,0.1202,0.5046
19820331,0.0479,-0.2305,0.1486,-0.0535,-0.0296,0.1039
19820401,0.0535,1.3717,-0.7812,-0.0824,0.2439,0.0334
19820402,0.0535,1.0637,-0.417,-0.6479,0.549,0.0078
19820405,0.0535,-0.3099,0.2786,-0.0574,0.1412,0.2968
19820406,0.0535,0.4762,-0.2211,-0.2354,0.3766,0.0163
19820407,0.0535,0.1506,0.0735,-0.0738,0.3088,0.0046
19820408,0.0535,0.5859,-0.2708,-0.0588,-0.1344,-0.2347
19820412,0.0535,-0.2154,0.2239,0.3053,0.3576,0.2277
19820413,0.0535,-0.0431,0.1593,0.2513,-0.0725,0.0415
19820414,0.0535,-0.1729,0.1281,-0.002,0.1156,0.34
19820415,0.0535,0.3877,-0.2101,-0.0622,-0.0351,-0.035
19820416,0.0535,0.4491,0.1818,-0.3245,0.3101,-0.1875
19820419,0.0535,-0.0938,0.2752,0.4456,-0.0357,0.1181
19820420,0.0535,-0.9385,0.7481,0.9322,0.0202,0.0143
19820421,0.0535,0.2277,-0.1271,0.332,-0.6442,-0.2361
19820422,0.0535,1.0095,-0.7085,-0.6637,0.068,0.0024
19820423,0.0535,1.0653,-0.5229,-0.2846,0.0674,-0.2368
19820426,0.0535,0.4292,-0.1743,0.1834,0.0258,-0.2416
19820427,0.0535,-0.9102,0.5235,0.4685,0.1756,0.3926
19820428,0.0535,-0.6072,0.6013,0.1986,0.0387,0.1422
19820429,0.0535,-0.9011,0.5477,0.4734,-0.1269,0.26
19820430,0.0535,0.1769,0.0865,0.0037,0.067,-0.1048
19820503,0.0477,0.2708,-0.3754,-0.2673,-0.2197,0.1478
19820504,0.0477,0.594,-0.0351,-0.3068,0.119,0.2115
19820505,0.0477,0.1225,-0.2166,-0.3385,-0.0574,0.0277
19820506,0.0477,0.8345,-0.1772,-0.1712,-0.1179,-0.4706
19820507,0.0477,0.6946,-0.5271,-0.9176,-0.8063,-0.9861
19820510,0.0477,-0.7482,0.1549,0.183,0.2845,-0.127
19820511,0.0477,0.7906,-0.458,-0.5292,-0.1896,-0.3792
19820512,0.0477,-0.3068,-0.0418,0.38,-0.2466,0.1387
19820513,0.0477,-0.615,0.3639,0.2665,-0.0744,0.1929
19820514,0.0477,-0.1256,0.2073,0.0858,-0.1632,0.1199
19820517,0.0477,-1.0598,0.3891,0.5144,0.3929,0.3132
19820518,0.0477,-0.8187,0.0728,0.0744,-0.1128,0.1555
